DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
26.1719525466,-0.1711644372,0.544650977,150.05282342,0,0.0668689684,10,582.0390734014,378.3124478538,302.3796019698,2.2317318556,-2.5823,0
56.1837838231,-0.1303832109,0.5403832011,457.158410684,0,0.0559276518,27,10585.0666724197,9075.3999760735,2413.6510463077,2.1388335353,-3.10802,0
8.0178997616,-0.1434999994,0.5101839787,249.016725016,0,0.0707565404,13,1429.7192924602,1043.7172672475,790.0537164607,2.0488940166,-1.2732,1
105.9982274791,-0.1401174249,0.6410027083,207.110672644,0,0.06799593,17,1319.3133162147,773.7483466718,753.2903607206,1.9712365245,-3.2621,0
-104.0949026653,-0.2273407797,0.2892643368,125.971809826,0,0.0869951852,3,333.3775931667,302.7296550099,114.8084761242,1.919974162,-0.1579,1
33.1581193575,-0.1511414183,0.5390632314,244.080769484,0,0.0724698685,12,2144.1518615381,1934.1471476005,655.2135010668,1.9098235274,-3.0115,1
248.5581912834,-0.089784529,0.7032473616,405.25873384,0,0.0531333344,35,4793.4251756253,3831.8880583763,2617.5207633523,1.6854515991,-3.5854,0
-41.0378465645,-0.1191223098,0.4491967693,265.036856072,0,0.0355418387,11,1963.5036173626,1712.7096991213,588.7875695058,1.6760226268,-1.5253,0
-51.1691947701,-0.1776408163,0.4383087739,255.01440291,0,0.0740363462,10,2208.1747978903,2060.5303723953,546.3074780749,1.6407671756,-1.7918,1
72.4965464498,-0.1467262556,0.5680225539,332.13319898,0,0.0650382053,20,2736.9573030716,2551.3363899403,2031.1927058383,1.6345378952,-3.57583,0
44.8785483033,-0.1422008226,0.555906371,244.080769484,0,0.0732660396,12,1801.9374542857,1660.7650238027,554.8742179176,1.5341235274,-3.168,0
-41.0635796007,-0.2229414385,0.4369994461,176.032087976,0,0.0730780466,8,884.3803961432,735.9918092585,361.4626080656,1.4908721998,-1.4074,1
267.1069810063,-0.084322476,0.7027205683,447.269298524,0,0.0524916735,37,6800.7199664378,5554.953764714,2419.9101356959,1.331360562,-3.8515,0
129.3173095698,-0.1007712073,0.5930351578,430.139269074,0,0.0537589036,27,8880.8744301628,7082.6877153185,2781.1398078882,1.3207635438,1.0551,0
51.5438940991,-0.133234136,0.5625935935,243.085520516,0,0.0704573009,13,2061.2401704028,1808.8796083828,502.8748146496,1.3130546669,-2.563,0
291.7241566446,-0.0758204851,0.7186600509,463.300598652,0,0.0492407355,41,7553.1487545735,5880.9921664419,2596.9060131722,1.2983997796,-3.5882,1
-28.5990995873,-0.1553801565,0.4307979685,76.027277368,0,0.0886150638,4,159.752171809,114.9307427629,47.8279974652,1.1823645096,-0.9561,1
-12.3088694071,-0.1547011329,0.4861698748,292.070678976,0,0.0675837125,13,2728.8044130729,2485.8507783758,843.0402851301,1.156290182,-3.3519,1
-102.3964089551,-0.2022625443,0.3628392925,235.015058008,0,0.0494888417,9,1442.8179666091,1121.3915305976,673.0598422499,1.1202686759,-2.1039,0
-168.8676422488,-0.1580930971,0.2511630153,243.886016468,2,0.0555356074,4,942.8763066344,882.7748738731,571.968559094,1.0968258559,0.4307,1
-117.0213376542,-0.1456128866,0.4122347868,466.021282648,0,0.06691957,14,8066.7371681783,7050.4519961268,3060.0690272156,1.0642660637,-2.8757,0
10.9243107735,-0.1335165499,0.5195593367,138.008195334,0,0.0560390262,7,399.7742721644,359.9674555446,174.1276763308,1.0634779433,-0.0911,0
-9.9902464477,-0.1339354915,0.4887764224,267.085520516,0,0.0604577952,13,2340.1657962714,2177.4459632024,678.852973775,1.015956952,-2.5596,1
10.8942827524,-0.1648732509,0.5145537768,199.048072388,0,0.05782284,9,1250.8301135466,909.6306181138,587.5131377775,0.9954472859,-1.0956,0
-10.6669489467,-0.1396786732,0.4870983127,283.001074952,0,0.0593801011,11,1920.1753526955,1432.9681820736,922.8945183597,0.9697459917,-0.3744,1
305.3090055402,-0.1083922397,0.6309645059,1130.550903632,0,0.0473723213,86,41463.0621409754,36958.656051319,11157.5135551532,0.9380450191,-1.3211,0
270.0732691025,-0.1154554544,0.6119786497,1130.550903632,0,0.0424366175,86,32816.0797847455,31480.262734399,15555.3634189895,0.9380450191,-1.3211,0
62.6032965524,-0.1262404657,0.5798053903,228.085854864,0,0.0707936525,12,1812.0562244975,1469.0346060899,478.272668199,0.7275513257,-2.1388,0
-12.2662514166,-0.1196822044,0.4819203244,191.042987008,0,0.0395115073,9,1079.0955161169,980.1362302718,306.967817867,0.7253143433,-1.2782,1
-5.4087072595,-0.1161867538,0.4920383269,191.042987008,0,0.0388607039,9,1134.6073987949,1053.9778251237,251.4521310606,0.7253143433,-1.2782,0
-47.9325072376,-0.1306371558,0.4193115108,137.032422324,0,0.046153816,7,831.3081728306,760.2931280439,103.7531747923,0.6939566562,-1.4521,0
-8.545810238,-0.1548701298,0.4896523138,260.046692484,0,0.0553058087,12,2265.3679876919,1690.7395625428,747.1258552456,0.6563278714,-1.604,1
13.2086640701,-0.0986926673,0.5396739818,42.021798064,0,0.0919807168,2,51.1386412315,49.6253669381,1.5132742934,0.6364740828,-0.57382,0
7.313072142,-0.140377978,0.5077307675,279.062021798,0,0.0648156798,14,3696.7537717621,3403.0392955785,575.0428182362,0.6327890058,-1.6618,0
58.6914399524,-0.1284682268,0.5909470434,158.06914218,0,0.0541992669,10,796.4544882213,675.010335083,253.1358430549,0.609249514,-1.9351,1
-6.220113287,-0.1388474346,0.4923864685,244.051777864,0,0.0425005539,12,1903.4398827552,1509.1487683051,593.7045373319,0.6066678959,-0.8466,0
104.4297202377,-0.0997662891,0.613895445,287.068760588,0,0.0551523479,19,2488.7857627225,2080.5422086518,888.2324662008,0.573271697,0.9378,0
353.308835781,-0.0939972949,0.6937735687,592.343191736,0,0.056312367,48,15259.0788690809,11402.3515645523,6190.2567822712,0.5724714482,-5.3611,1
323.2098852886,-0.0713501284,0.724983101,463.300598652,0,0.0508834981,41,8635.8061284662,7918.7354619277,2301.946748469,0.5314997796,-3.716,0
118.5061669284,-0.1368976038,0.6252968165,297.10731858,0,0.0694266353,15,2841.2121811176,2420.3749971147,967.9964043716,0.44321382,-1.9714,0
-26.3072898015,-0.1376513489,0.4748499711,334.029328168,0,0.052621843,14,4505.3848213746,3736.0745858566,1073.1286864636,0.4373625873,-0.0193,0
171.226769138,-0.1109047259,0.6937295205,268.117154992,0,0.0627574328,16,2261.5467668318,2012.3478646638,737.488819774,0.4365871883,-1.1798,1
90.2708792571,-0.1300695374,0.5705113355,461.168581444,0,0.0476415122,27,7432.4131043267,6705.9552665456,2067.1668540003,0.4266139228,-0.8854,0
-37.9937084257,-0.1557876857,0.4420434741,163.041547528,0,0.0646845357,9,858.5308735717,532.8095429916,460.2474547866,0.4056546698,-1.14753,0
-106.0135475368,-0.1056282686,0.3633424921,236.028065216,0,0.0283868753,8,2026.98055513,1917.1757062614,411.8026349808,0.3980150851,-1.0622,0
112.2976074752,-0.09996353,0.6052687543,319.094975336,0,0.0517202991,23,4098.7325559277,3792.6355190726,1021.6275653089,0.3907869659,0.5,1
19.8432559355,-0.1189170218,0.5383303437,101.047678464,0,0.0551491175,7,249.77653091,223.9804440287,128.7773914081,0.3637668667,-0.4377,1
154.2250050949,-0.0917059949,0.6560426445,332.158351108,0,0.045398098,24,2548.1001756839,2393.739605105,1262.1972407197,0.3041841377,-2.9256,0
36.6327987576,-0.1372888928,0.542050589,285.087332084,0,0.0742214649,12,2358.3848563378,1862.2386962799,939.4957191121,0.2867397847,-1.8409,1
39.9033682931,-0.111564927,0.5452948258,278.013009408,0,0.0352043312,14,3133.4180311833,3037.4215106527,406.7887507204,0.2587071884,-2.3394,0
75.9429741315,-0.1124717502,0.6018105512,213.074955832,0,0.0629373476,11,1450.3327611465,1166.2600344801,454.2301804327,0.2402688206,-1.3107,1
208.2838011437,-0.0150920616,0.7972133944,189.048955014,0,0.0313056246,12,696.4386090768,550.6451527633,510.7096218614,0.2345136869,0.1577,0
99.2208344951,-0.1168085435,0.5951694046,310.023551352,0,0.2522438223,11,3400.576318975,2259.8680606404,1466.8725160887,0.2333648945,-5.0407,0
389.4505667337,-0.0890951849,0.6860846871,946.550115784,0,0.0474123844,82,23116.9519652089,14939.8045388957,14094.4565852728,0.1714501181,-0.0268,1
129.9656354735,-0.0858179081,0.7102566502,129.101445352,0,0.0632513511,11,651.8734988324,517.4798701923,151.0364309795,0.1679259293,-1.03416,0
167.2726706537,-0.0956288893,0.6932456928,254.101504928,0,0.0564459253,14,2377.5922942365,1930.2262836317,623.1388846243,0.1590432768,-2.2131,0
194.8375980082,-0.1033942714,0.6586721714,475.300598652,0,0.0499946626,41,5227.1550577159,4574.7586204563,2733.8470453885,0.1578729114,-3.2007,1
4.1041092877,-0.1275660095,0.5067563338,149.051049592,0,0.034999614,11,581.281635215,432.9492625923,281.4209063402,0.1422694062,0.1067,1
16.1104465179,-0.1072419332,0.5231890651,194.055223432,0,0.062884293,6,1325.1668979436,1018.3231319124,310.0829860488,0.1200923061,-2.0781,0
41.5599763137,-0.1329260183,0.551023986,245.081184084,0,0.0628603049,12,2100.0404920787,1714.9161223948,579.1009140691,0.0772693552,-1.3947,0
-96.4786223386,-0.1413336046,0.3513309065,178.014519764,1,0.0377958614,7,1087.4225967149,1008.8769314712,267.2288724894,0.0687502352,-0.2605,1
-16.9954319394,-0.1405159551,0.478886446,246.065199672,0,0.0539124745,11,2102.2196657257,1704.4553149361,596.5856151279,0.0593547535,-1.6852,0
13.5507343459,-0.1245812067,0.5159071874,300.052840484,0,0.0385096834,12,2033.3550013997,1934.6187537631,899.7682549478,0.0508107274,-1.5232,0
55.7020478758,-0.1184162753,0.5601584367,285.06709358,0,0.0395655782,15,2873.2085216859,2259.5463128535,826.648912813,0.0444958046,0.3737,0
111.1581759102,-0.1011379672,0.6221546963,258.121571676,0,0.0486332105,18,2422.4092675941,2389.4018133972,653.1283431724,0.0332578203,-0.1588,0
171.1351091163,-0.1156917814,0.6449832335,390.140015676,0,0.0691090889,18,6379.7279150516,4859.2583781898,1898.5948270464,0.0165116925,-2.4347,0
-241.761711772,-0.1037482766,0.1916110228,227.00257874,0,0.0190562861,5,2192.0748537384,1765.8819811096,554.5087275149,0.010540163,-1.0201,1
88.9196969726,-0.1150993945,0.5867715064,350.104876056,0,0.05518257,18,3370.7412611755,3160.0914064683,1327.9638916584,0.0040695516,-1.895,0
63.4757959866,-0.136163545,0.6034550206,131.058243148,0,0.0591555119,9,643.9334641316,627.6347869503,130.2623175615,-0.0218895395,-0.621,0
227.43233762,-0.0697314693,0.6855808191,406.213757808,0,0.0394020789,34,5614.2247447912,4556.0772642852,2081.4758398088,-0.0240274356,-0.857,1
-29.8180739184,-0.1458099092,0.4642091427,263.071762272,0,0.0561981248,11,2157.6910954439,1779.1555591761,722.5464278731,-0.0357184762,-1.2886,0
-48.6581401652,-0.1152152435,0.4613825085,435.051854504,0,0.0457194565,17,7610.8829550833,6062.2644832556,2323.2521787469,-0.037139879,-1.1725,0
-16.1922011816,-0.1814010638,0.4779647645,198.05282342,0,0.0708293713,10,1400.9221512603,1245.0891653571,400.0432602924,-0.0501585863,0.0858,0
-102.0416943834,-0.1215993905,0.4332930448,575.002144504,0,0.0468628244,17,17093.5585988401,14600.1614257697,3482.7071411459,-0.0602949163,-1.3975,1
124.8471740104,-0.1095586826,0.5860000185,516.0877802559,0,0.0509763458,18,12550.1414560585,11911.1329712772,2514.671714341,-0.0672275774,-0.0444,0
17.7469726818,-0.1179263304,0.521760612,244.051777864,0,0.0478274163,12,2012.3117770896,1816.7946929159,531.3308352597,-0.0748221041,-0.7489,1
-9.6526358569,-0.135177198,0.4867193722,233.035793452,0,0.0349707395,11,1066.2605206,820.3659437684,642.5167944871,-0.0951210764,-0.795,0
-68.5860679224,-0.1287460647,0.3783109103,141.975836052,0,0.0347842087,6,608.4307227883,602.1307345782,117.2088191635,-0.1252131422,-0.196,0
62.5693484235,-0.1009001793,0.5814906351,229.052112212,0,0.0548121595,11,1667.7317154271,1489.694144257,393.5544746152,-0.1303883626,-0.5941,1
38.3486196542,-0.1105838664,0.5487399823,229.052112212,0,0.057956537,11,1697.816776209,1532.6526674524,522.1029255806,-0.1303883626,-0.5941,1
33.5145615593,-0.1135550383,0.5430236511,229.052112212,0,0.0559329637,11,1783.0827504764,1516.24422589,490.6957367517,-0.1303883626,-0.5941,1
-84.0705435004,-0.1803308449,0.3721015203,189.993594292,0,0.0535083454,6,1036.1065111068,770.5249588638,363.6948597326,-0.1461698386,0.3445,0
-74.0627061004,-0.1468210607,0.4332222454,366.055542916,0,0.0401726279,18,5101.5482415585,4610.1517432615,1343.3181581876,-0.1779862443,-1.866,0
-9.076470714,-0.1448422118,0.4862466977,163.030314148,0,0.0330499351,9,836.7781753218,640.5950295778,362.2408624453,-0.1958990969,-0.4945,1
-7.7042672907,-0.129529976,0.4887009918,163.030314148,0,0.0519681734,9,1114.5268930126,976.2773007703,228.1703072542,-0.1958990969,-0.4945,1
-10.6923324254,-0.1558500408,0.493117192,516.126776208,0,0.065090983,24,15403.240632179,13374.8805956699,3876.811473104,-0.2560022654,1.0296,0
-88.2041114876,-0.1670627072,0.4437548709,516.126776208,0,0.0595090301,24,14869.2628614202,11934.906132503,4875.4063308593,-0.2560022654,1.0296,1
-74.1502503408,-0.1676073202,0.4528215489,516.126776208,0,0.0598289304,24,18916.8916814579,17960.9604642311,1957.8787643193,-0.2560022654,1.0296,0
-22.8848146743,-0.1814324078,0.4690825058,197.068807832,0,0.0617245728,11,1423.4623911757,1275.1012872991,395.9292363676,-0.2659501563,0.0522,0
13.453826537,-0.0912292157,0.5167162952,222.051967892,1,0.0427893764,11,2054.4582419257,1721.8346079827,517.334059815,-0.269153754,-0.2543,0
157.6026346016,-0.1058218938,0.5955676133,537.23695284,0,0.0440380584,35,21020.6899335522,20138.4912728742,1804.0730857807,-0.281183515,-1.85383,0
-122.3006026927,-0.1200673179,0.3649716501,317.928359948,1,0.0512445671,9,3297.6060199575,2969.0501136903,773.2614904784,-0.2829530982,2.0711,1
114.8744012584,-0.0990348918,0.6018619835,339.125277152,0,0.0457747323,21,4654.8309482584,4345.7798545201,1232.8246008317,-0.283079211,0.69877,0
102.2352194408,-0.0927470892,0.6328012688,211.095691276,0,0.0553572214,13,1558.6589468509,1340.3453058835,395.9480827862,-0.297922828,-0.5046,0
83.1724855629,-0.1056130588,0.6069024303,229.086269464,0,0.0531385089,12,1635.4971000483,1449.0414808367,449.4723664585,-0.3474971501,-0.5566,0
-27.4764622686,-0.1614105626,0.455790293,153.042593084,0,0.0681009822,7,832.9820990327,555.211620649,278.3802444295,-0.366678563,0.6726,0
33.428673661,-0.1128145637,0.5417258687,217.07726434,0,0.0263766426,15,1828.0014193261,1540.1054735053,427.5476266085,-0.3760993855,0.6279,0
77.6091497521,-0.1210386576,0.5626743775,480.163161716,0,0.052966272,28,6112.1246182467,4675.3331182466,3108.1677459239,-0.3902665496,-1.3575,0
189.1735404754,-0.0696066925,0.7250467666,238.106590308,0,0.0496030352,14,1918.2975744128,1450.7372241666,592.4232082248,-0.4006112654,-1.1855,1
89.3308488551,-0.1001393036,0.5715265067,420.113726488,0,0.050606625,24,7275.3494891865,6701.1022586099,1770.7698795474,-0.4033300294,-1.6031,0
21.9407914014,-0.18890716,0.533369616,178.049075432,0,0.0820189457,6,1013.2191318859,629.8315332652,383.9095586157,-0.4489938004,-0.9162,0
3.4466415461,-0.2098342001,0.5042316837,371.044497964,0,0.4316546601,12,2204.1856215552,1983.8326052407,850.3597939742,-0.4547832491,1.7576,0
-27.4484445719,-0.1723715272,0.4746400841,326.111400916,0,0.0663612858,18,4173.1953029216,2634.9020464152,2192.8918577434,-0.4698972742,-0.5982,0
210.0602545327,-0.0778836771,0.6764736705,383.1514919,0,0.0460772089,25,6255.8496862443,5664.047675978,1103.4351875324,-0.4720180241,-0.308,0
169.4848494236,-0.0574078357,0.7678797654,137.0709393281,0,0.0909759016,9,759.3816506752,565.4244071567,197.2761037545,-0.4727976873,0.3192,0
83.5682232382,-0.1081725649,0.5723417805,365.104541708,0,0.0461615888,19,5700.7729991061,4781.9777060761,1302.2299884029,-0.4768096818,-0.0674,0
129.4831881202,-0.0962724377,0.6864039243,157.11027872,0,0.0483146786,15,1071.3857860224,981.8613367878,182.2211657299,-0.4920930035,0.8361,0
-173.7712971913,-0.1669755937,0.1433865958,127.943184664,2,0.0265480642,2,372.2072786584,234.0458950493,197.6464371993,-0.4957672305,0.8747,0
95.3798360504,-0.1128371471,0.6039361616,273.062690494,0,0.0731864811,12,3855.0628128214,3661.9385762918,423.9772073169,-0.5020429121,-0.4397,0
193.9616605212,-0.0576007693,0.7692333163,194.08037556,0,0.0548232346,10,1174.6999979336,708.4680548788,475.9000489056,-0.5187265173,-1.0293,1
102.8304566075,-0.104318238,0.6092486422,287.078340558,0,0.069399212,14,3942.1641243279,3750.8354238051,464.640263363,-0.5280309024,-0.0512,1
30.4089659528,-0.1412482927,0.525024544,460.148180348,0,0.0519339277,24,6826.5789164974,5946.666444592,2134.2380024359,-0.5470836773,-1.2436,1
108.303641246,-0.0230938701,0.7030761681,114.025169192,0,0.0463693389,6,375.7720041291,234.5291577867,144.4319119027,-0.5476459666,1.08269,0
76.1031916696,-0.123707558,0.5736745324,299.093977024,0,0.0462847381,17,3983.7677653536,3547.5966683087,952.6510475356,-0.5642327933,-0.17603,0
64.9520701976,-0.0903876238,0.5809733518,214.05409997,0,0.0436067374,15,1942.7650852945,1773.4637224012,335.4263511064,-0.5827382165,-0.2493,0
10.8172316282,-0.2111847421,0.5061390476,548.03897274,0,0.5351675874,20,13318.5769154125,12855.7158707914,4473.8891912994,-0.5898492337,-6.6887,0
-60.3051349973,-0.13759335,0.4537748377,453.04128982,0,0.0575217391,15,9308.3507962694,7136.1421927722,2475.237886828,-0.5941722311,-0.5448,1
91.8644127993,-0.1256257528,0.6019890146,255.096753896,0,0.0763409514,13,2987.4412851135,2493.5302329629,623.2457990489,-0.5961160611,-1.9709,1
24.1781739548,-0.1190721166,0.5212768525,383.035810516,0,0.0526169914,13,5270.9347991054,4530.8137933598,1750.969826032,-0.6014118137,-0.5558,0
-12.3265962984,-0.128253965,0.4886136064,382.046343002,2,0.0460157616,21,4276.3603154701,3237.7969747832,2153.1221748081,-0.6105103663,-1.4322,0
220.1922684216,-0.0712854452,0.7444472232,266.101504928,0,0.05489603,14,2795.5034607903,2321.8910827903,605.5229165003,-0.6150394815,-1.1934,0
61.3912978844,-0.1011788714,0.5764514971,224.079706864,0,0.0496035654,12,1726.501337795,1339.6080801109,554.9191508981,-0.63536787,-0.70908,0
131.710502582,-0.0743887131,0.6853353296,170.105527688,0,0.0356832708,14,746.6869088427,663.7490843475,434.8038054433,-0.6389649141,-0.1273,1
7.108270537,-0.162839219,0.5091187873,211.084457896,0,0.0583932097,13,1682.0335037691,1512.1197377397,414.6628906852,-0.6557285588,0.4423,1
183.1142619831,-0.1138285038,0.6174545239,487.227827636,0,0.055859776,33,11141.6890640851,9283.9925373674,3155.9782126401,-0.6567666916,-2.8677,0
234.5870833252,-0.0665344141,0.7130810199,305.183837584,0,0.0421525911,27,3974.6829115533,2997.0598128788,1358.2226074093,-0.6798690285,-0.4471,1
-18.44407513,-0.1368847018,0.4831249063,339.052506136,0,0.0398900749,13,5340.3087325201,4363.3495048159,1254.8456495877,-0.6998715539,-0.79822,0
46.8270137229,-0.0951269896,0.5266373744,627.152965508,0,0.0337556488,29,18975.8146569132,16899.756602301,4340.8602517452,-0.7166445899,-2.8354,0
-30.7718331786,-0.1769485211,0.4762584037,462.079826016,0,0.0595054405,18,10275.3760489487,8877.9195228167,2368.8522870117,-0.723897471,-0.1522,0
-84.6991530832,-0.1437501919,0.4230800206,384.044978232,0,0.0426574582,16,5223.2202275606,4345.8912859982,1472.6610932996,-0.732781287,0.548,0
186.4622575198,-0.1117355109,0.7305364337,209.1276601,0,0.0752833342,15,1821.4115086355,1521.8342477523,383.700122179,-0.7441859732,-0.1303,0
84.1078131629,-0.0948747677,0.5747372993,349.109627088,0,0.0401385089,19,5564.6532434015,4984.8854376166,981.2999199633,-0.7475721029,0.3486,0
160.2537801484,-0.109207479,0.6823846955,242.101504928,0,0.0546666512,14,2632.4963488039,2445.0327797949,400.3386827269,-0.7631608469,-1.6854,0
14.1454442266,-0.1355695848,0.5135778247,424.136946968,0,0.0368869486,24,3886.5261792727,3260.6820740249,1783.9870029853,-0.7657097008,-1.3695,1
285.4705642552,-0.0239279841,0.8684167728,181.0971540761,0,0.0759588645,13,1435.1459243366,1203.5349434945,275.336894091,-0.7841345574,0.5715,0
-181.1350502534,-0.1152327382,0.3799146281,542.034824536,0,0.0433568375,18,13172.8902749987,11396.9902014169,3578.4221340648,-0.820820441,-0.9173,1
59.6242363334,-0.0960665632,0.5848979181,181.040878832,0,0.0398236589,11,1192.5281540895,1121.8898229222,230.8060458515,-0.8319068547,-0.5996,1
50.3933447868,-0.0955358432,0.5558493331,285.062866924,1,0.0654896559,12,3205.9105424984,2544.2270434308,809.4130189269,-0.8551394703,-0.2974,1
233.4218452235,-0.071503588,0.7000709898,374.2053013,0,0.0405005844,30,3903.7493896344,2811.7162118532,2206.869067488,-0.880942312,-1.7553,1
151.0095034014,-0.0761833616,0.7012211223,182.09160894,0,0.0639085286,10,1357.7841568224,1065.1393430734,358.6946963386,-0.8810730358,0.0689,1
74.720301669,-0.1258406356,0.6127204258,171.064391148,0,0.057630786,9,896.36694334,604.3141954874,387.0597111426,-0.8824210444,0.09202,1
115.6893397339,-0.1063464518,0.6712226292,131.094628656,0,0.0552572386,13,1205.4701220951,1144.8947799328,77.7413959136,-0.8826387308,0.5901,1
-87.7649701778,-0.1163998162,0.381515209,221.988132052,0,0.0393257613,6,1815.4319418779,1676.2308745973,253.8249543494,-0.8836993393,-0.8561,1
167.3917458648,-0.0504156914,0.73101093,170.130679816,0,0.0385573401,18,841.5057031563,753.9190087799,337.6039872613,-0.8916638589,1.4745,0
85.653199954,-0.1068257027,0.566607794,424.068884472,0,0.0671855749,16,7714.9959927463,6781.0365130163,1790.684757239,-0.8931120177,-0.536,0
0.6646830802,-0.112424784,0.5007249207,303.053445112,1,0.0604554505,11,3201.6884964372,2594.2351320606,901.7563372049,-0.8961881257,-0.3494,1
-68.9442441457,-0.1200450774,0.4546220383,523.069235884,0,0.0454604125,17,13646.3391272202,12929.5898670757,2862.3218958835,-0.9070493463,-1.7306,0
44.1971002294,-0.132656733,0.5366081457,444.153265728,0,0.0495135541,24,6505.1653647059,5611.3779200605,2045.2968510874,-0.9189462073,-0.3476,1
-13.3321534894,-0.1642839386,0.4864168932,348.0039591279,0,0.026739678,14,3764.786178541,3221.3611718299,1235.5736627879,-0.9363337645,-0.9283,0
249.8966422514,-0.0861212848,0.6999831051,391.19680228,0,0.0569640621,25,6611.3016116474,5274.2592798029,2072.3597566691,-0.9490893742,-0.002,0
126.8764422746,-0.0800011441,0.6880277588,180.064725496,0,0.0618734965,8,994.6281534025,570.9796624161,430.0524301815,-0.9520325197,-1.0397,1
93.6919352596,-0.064023002,0.6879874472,94.053098192,0,0.0575878043,6,277.4324069356,192.5692791137,85.4069472022,-0.9702473005,0.6638,1
111.9773417699,-0.174057918,0.632383486,397.060148028,0,0.388553234,14,2562.6199917027,1575.2366732305,1438.3540436428,-0.9739478613,-3.3013,1
34.0607112179,-0.0853426632,0.5374119409,307.006340228,1,0.0264575626,14,2090.4459566247,1851.6598267921,1290.6207738922,-0.9773550423,-0.9972,0
230.1783528736,-0.1019248012,0.6256423201,666.17509792,0,0.0579760027,30,18629.9829639615,15427.9145802498,6174.0494510481,-0.9787272422,-2.15733,0
-36.777531292,-0.1287570129,0.4746367887,520.10124722,0,0.0456216146,20,10433.3823649992,9410.4027708503,3202.2474329602,-0.9816068506,-1.1277,0
126.3365283578,-0.0861073677,0.6435512278,218.126657056,0,0.0616696058,18,1970.2810153552,1392.3867891369,812.9056917621,-0.9906026263,0.9834,1
33.1075736391,-0.0942178694,0.5541181552,136.063662876,0,0.0646576665,8,716.0161278628,534.9324080528,193.2307740742,-0.9914872438,0.3677,1
153.0568483603,-0.1131782531,0.606037539,522.110372424,0,0.0624959409,22,10402.8489018897,9489.4670713301,2714.411595583,-0.9926793598,-3.1566,0
22.5092554633,-0.0853069107,0.5247538426,267.096753896,0,0.0394764495,13,2824.2524143592,2294.0852583025,723.2031187891,-1.0083857337,-0.19628,0
95.0127466027,-0.0780354287,0.5933009567,339.098787632,0,0.0321069991,21,3129.736226997,2182.5340070725,1634.5419310591,-1.0175856864,-0.3954,1
3.0323406963,-0.1338471798,0.5028139147,365.104541708,0,0.0489916906,19,4362.539383699,3624.1668326697,1549.5519853407,-1.0191996818,0.0237,0
