,rf0,rf1,xg0,xg1,gbm0,gbm1,gs0,gs1
26,0.18812298694053756,0.8118770130594625,0.29881948,0.7011805,0.2666488780432483,0.7333511219567517,0.2511971157700978,0.7488028842299022
27,0.264020798459653,0.7359792015403471,0.31379014,0.68620986,0.2630507687317323,0.7369492312682677,0.28028723657584953,0.7197127634241505
28,0.5237064749496445,0.4762935250503555,0.4060864,0.5939136,0.552179001395557,0.447820998604443,0.49399062053176435,0.5060093794682357
29,0.3071405078798702,0.6928594921201298,0.35916883,0.6408312,0.32687948658507837,0.6731205134149216,0.3310629406662235,0.6689370593337766
30,0.3500286894835364,0.6499713105164636,0.53349143,0.46650857,0.5202599407942765,0.47974005920572355,0.46792668764819717,0.5320733123518029
31,0.5453777249927818,0.45462227500721825,0.46641105,0.53358895,0.5436088036051477,0.45639119639485226,0.5184658609107662,0.48153413908923387
32,0.5250635709003343,0.4749364290996656,0.43304956,0.56695044,0.4702093723214368,0.5297906276785632,0.47610750093832394,0.523892499061676
33,0.44378929216248053,0.5562107078375196,0.4598158,0.5401842,0.38413367343177907,0.6158663265682209,0.4292462552614105,0.5707537447385895
34,0.21027604017836718,0.789723959821633,0.4134205,0.5865795,0.32708089613495994,0.6729191038650401,0.3169258115614838,0.6830741884385163
35,0.6277009190693097,0.37229908093069025,0.6316155,0.36838445,0.6960066560647092,0.30399334393529076,0.6517743648858798,0.34822562518001265
36,0.24118381767796224,0.7588161823220377,0.32412434,0.67587566,0.22573105750983646,0.7742689424901635,0.2636797371434915,0.7363202628565085
37,0.1880009811629702,0.8119990188370299,0.25771904,0.74228096,0.2286511480090333,0.7713488519909667,0.22479038969633192,0.7752096103036682
38,0.20419272626177648,0.7958072737382234,0.33202457,0.6679754,0.27785229974445824,0.7221477002555418,0.27135653342867333,0.7286434665713267
39,0.6874747395358084,0.31252526046419155,0.49620408,0.5037959,0.4749378127119852,0.5250621872880148,0.5528722101484242,0.4471277898515757
40,0.5716674923913894,0.42833250760861064,0.62164617,0.3783538,0.5271756039301654,0.4728243960698346,0.573496420723111,0.4265035693427815
41,0.17558299252864895,0.8244170074713509,0.43875515,0.56124485,0.374443475598499,0.625556524401501,0.3295938742456094,0.6704061257543906
42,0.5241137354633032,0.47588626453669663,0.59773517,0.40226486,0.4912462272116306,0.5087537727883694,0.5376983764082054,0.462301633525902
43,0.45789368037677547,0.5421063196232245,0.5761456,0.4238544,0.5196633633113023,0.48033663668869775,0.5179008776799106,0.48209912232008945
44,0.2996422507449227,0.7003577492550774,0.3707391,0.6292609,0.36101357635769316,0.6389864236423068,0.34379830982206744,0.6562016901779326
45,0.26166696904375314,0.7383330309562467,0.28583056,0.71416944,0.2419640808423431,0.7580359191576569,0.2631538690774801,0.7368461309225198
46,0.7343816297087584,0.2656183702912416,0.40142024,0.59857976,0.4695059990371928,0.5304940009628072,0.5351026214599338,0.46489737854006624
47,0.34686792597446087,0.6531320740255391,0.34167594,0.65832406,0.318722129729355,0.681277870270645,0.33575533095985555,0.6642446690401445
48,0.7942690570912382,0.20573094290876187,0.699172,0.30082795,0.6196245451684581,0.3803754548315419,0.704355207406064,0.29564478265982846
49,0.3069930521774437,0.6930069478225562,0.31666732,0.6833327,0.27841134871591167,0.7215886512840883,0.3006905730791572,0.6993094269208427
50,0.3551204177374003,0.6448795822625998,0.49927324,0.50072676,0.4379133245849559,0.5620866754150441,0.43076899429620324,0.5692310057037967
51,0.12921258920896603,0.8707874107910338,0.35761267,0.64238733,0.22498183428590013,0.7750181657140999,0.2372690309875974,0.7627309690124026
52,0.14182414531905796,0.8581758546809419,0.35139823,0.6486018,0.3149378210532565,0.6850621789467435,0.26938673199043783,0.7306132680095621
53,0.3141155845275481,0.685884415472452,0.43474305,0.56525695,0.32695620001089876,0.6730437999891012,0.3586049437663353,0.6413950562336647
54,0.2210051535538571,0.7789948464461428,0.5280119,0.47198805,0.4444599826324592,0.5555400173675408,0.3978256847514161,0.6021743053144764
55,0.6983676868817792,0.3016323131182209,0.46573818,0.5342618,0.5673005186282674,0.4326994813717326,0.5771354609365154,0.42286453906348465
56,0.377311031091449,0.6226889689085512,0.45161313,0.5483869,0.3988415917698933,0.6011584082301067,0.4092552503488715,0.5907447496511286
57,0.5698519896697292,0.4301480103302709,0.32803923,0.6719608,0.2815581222157161,0.7184418777842839,0.39314978026720454,0.6068502197327955
58,0.5795478768711233,0.4204521231288766,0.38857776,0.61142224,0.35248024592727867,0.6475197540727213,0.4402019606881005,0.5597980393118994
59,0.5545233690183131,0.4454766309816869,0.3917874,0.6082126,0.36346072373281824,0.6365392762671818,0.4365905008445137,0.5634094991554863
60,0.36168658448903757,0.6383134155109623,0.35988438,0.6401156,0.3193389789415172,0.6806610210584828,0.346969981574935,0.6530300184250649
61,0.33999127592947614,0.6600087240705238,0.35582298,0.644177,0.3046078336611525,0.6953921663388475,0.33347402999817627,0.6665259700018237
62,0.3776225989956809,0.622377401004319,0.5584581,0.44154194,0.4067664541043974,0.5932335458956026,0.4476157143095232,0.5523842956245842
63,0.33217066573518833,0.6678293342648115,0.33847356,0.66152644,0.32911668512745507,0.6708833148725449,0.33325363642951555,0.6667463635704843
64,0.24905974783535131,0.7509402521646488,0.42200446,0.57799554,0.336704704546008,0.663295295453992,0.3359229712232705,0.6640770287767296
65,0.458442041889681,0.5415579581103191,0.46204466,0.53795534,0.38136970909842205,0.618630290901578,0.43395213575493535,0.5660478642450647
66,0.7530016244388053,0.24699837556119483,0.6789149,0.32108507,0.6970414153609108,0.30295858463908926,0.7096526481313791,0.29034734193451345
67,0.2666559959797609,0.7333440040202391,0.34834158,0.6516584,0.3046049773724836,0.6953950226275164,0.306534185852624,0.693465814147376
68,0.6442792051842988,0.3557207948157011,0.684821,0.315179,0.7338572356483675,0.26614276435163253,0.6876524834895306,0.31234751651046944
69,0.5730455666902802,0.4269544333097198,0.5124084,0.48759165,0.45444471835463185,0.5455552816453682,0.5132995535949877,0.48670045633911974
70,0.441916342470924,0.5580836575290761,0.42954648,0.5704535,0.48185864885147645,0.5181413511485236,0.45110715557762066,0.5488928444223794
71,0.3065165136000903,0.6934834863999096,0.31000763,0.68999237,0.22029428631306835,0.7797057136869316,0.27893947723062523,0.7210605227693748
72,0.5189587273086335,0.4810412726913666,0.49683136,0.50316864,0.4357486662593484,0.5642513337406516,0.48384625034902573,0.5161537496509743
73,0.2862087841971493,0.7137912158028507,0.34619474,0.65380526,0.29428119634376315,0.7057188036562368,0.30889490821700666,0.6911050917829934
74,0.43064591304675204,0.5693540869532481,0.45128626,0.54871374,0.39769333743744795,0.602306662562552,0.42654183559917463,0.5734581644008254
75,0.37712867739425027,0.6228713226057498,0.42394108,0.5760589,0.36085286183355814,0.6391471381664419,0.38730753834321924,0.6126924616567808
76,0.30008482674202297,0.6999151732579771,0.5741534,0.42584655,0.5776228285170217,0.4223771714829783,0.48395369285612366,0.5160462972097689
77,0.641396142845399,0.3586038571546009,0.5630014,0.4369986,0.6086596930561446,0.39134030694385535,0.604352410057798,0.3956475899422019
78,0.29699693825399387,0.7030030617460061,0.41401446,0.58598554,0.3570801274247798,0.6429198725752202,0.35603050811169484,0.6439694918883051
79,0.1872399194916715,0.8127600805083284,0.3427744,0.6572256,0.30360164304706194,0.6963983569529381,0.27787198457101664,0.7221280154289834
80,0.4618027217925144,0.5381972782074855,0.36111355,0.63888645,0.40293308821205653,0.5970669117879435,0.4086164527611265,0.5913835472388734
81,0.5806326165882351,0.41936738341176477,0.6272621,0.37273788,0.5059826087060769,0.4940173912939231,0.5712924469242758,0.42870755307572406
82,0.327952446957428,0.6720475530425721,0.33813483,0.6618652,0.27785229974445824,0.7221477002555418,0.314646523977177,0.685353476022823
83,0.44200351618112826,0.5579964838188719,0.30599326,0.69400674,0.27468299600578827,0.7253170039942117,0.34089325704667034,0.6591067429533297
84,0.21079615849120492,0.7892038415087952,0.26990688,0.7300931,0.22029428631306835,0.7797057136869316,0.23366577442521594,0.7663342255747841
85,0.4865678819775155,0.5134321180224847,0.6803211,0.31967887,0.5827863080446974,0.41721369195530256,0.5832250957987252,0.41677489426716746
86,0.2948422491751563,0.7051577508248437,0.4141246,0.5858754,0.33151789786039765,0.6684821021396024,0.3468282516918033,0.6531717483081967
87,0.5522275572175777,0.4477724427824223,0.46592796,0.53407204,0.47241020980431414,0.5275897901956859,0.49685524183678537,0.5031447581632146
88,0.1897826249258138,0.8102173750741862,0.28111553,0.71888447,0.25894644417088875,0.7410535558291113,0.24328153367269642,0.7567184663273036
89,0.2927440572607614,0.7072559427392388,0.4365611,0.5634389,0.35261013098227945,0.6473898690177206,0.360638431959513,0.639361568040487
90,0.3849616047780758,0.6150383952219242,0.47453803,0.525462,0.4379133245849559,0.5620866754150441,0.4324709858677452,0.5675290141322548
91,0.1314479517435613,0.8685520482564386,0.32571948,0.6742805,0.29704994145474106,0.7029500585452589,0.25140578964815236,0.7485942103518476
92,0.79599231162407,0.20400768837592995,0.56979346,0.4302065,0.6739517025143925,0.3260482974856075,0.6799124922972529,0.3200874977686397
93,0.2713138430039539,0.7286861569960459,0.56440747,0.43559253,0.3661087052897244,0.6338912947102756,0.4006100053785935,0.5993899946214065
94,0.33054453832424774,0.6694554616757524,0.4265322,0.5734678,0.36229769918504473,0.6377023008149553,0.3731248154762725,0.6268751845237275
95,0.3165039032570259,0.6834960967429741,0.3994249,0.6005751,0.32791673356791895,0.672083266432081,0.34794851579009795,0.652051484209902
96,0.5741197608484255,0.42588023915157447,0.39224523,0.60775477,0.4931243541875855,0.5068756458124145,0.48649644936498015,0.5135035506350198
97,0.15801945461050118,0.8419805453894987,0.43875515,0.56124485,0.32896940163191113,0.6710305983680889,0.3085813369506975,0.6914186630493026
98,0.28220870106458257,0.7177912989354173,0.3774953,0.6225047,0.3112104266911103,0.6887895733088897,0.32363813886818993,0.67636186113181
99,0.19487736448178633,0.8051226355182136,0.25771904,0.74228096,0.22029428631306835,0.7797057136869316,0.22429689690394894,0.775703103096051
100,0.37831091234311726,0.6216890876568828,0.41776,0.58224,0.48499475788347535,0.5150052421165247,0.42702189492019643,0.5729781050798036
101,0.43705362396785474,0.5629463760321454,0.36852992,0.6314701,0.3975796464977559,0.6024203535022441,0.40105439542508065,0.5989456045749194
102,0.5679324007257339,0.43206759927426625,0.35988438,0.6401156,0.3193389789415172,0.6806610210584828,0.4157185869871672,0.5842814130128329
103,0.2683168025732966,0.7316831974267033,0.28216416,0.71783584,0.22493750571459126,0.7750624942854087,0.258472821574936,0.741527178425064
104,0.37638516942997463,0.6236148305700253,0.39297795,0.60702205,0.3789418402542848,0.6210581597457152,0.3827683208804709,0.617231679119529
105,0.3562119832083326,0.6437880167916675,0.4027058,0.5972942,0.35483625217667036,0.6451637478233296,0.37125134133245624,0.6287486586675438
106,0.651118417840303,0.34888158215969706,0.37507284,0.62492716,0.43431804273878494,0.5656819572612151,0.48683643248500114,0.5131635675149989
107,0.5215432445200514,0.47845675547994854,0.62693965,0.37306038,0.6460433087612016,0.3539566912387983,0.5981754025438446,0.40182460739026277
108,0.6595296927756242,0.34047030722437577,0.4843791,0.5156209,0.599133676244463,0.40086632375553705,0.5810141605801923,0.41898583941980777
109,0.4751428886425891,0.5248571113574109,0.44428515,0.55571485,0.49443998584434745,0.5055600141556525,0.47128934294319597,0.528710657056804
110,0.5724292272739101,0.42757077272608984,0.5322999,0.46770015,0.4586177875126046,0.5413822124873954,0.5211156303331962,0.4788843796009113
111,0.1652052012333847,0.8347947987666153,0.2692551,0.7307449,0.22029428631306835,0.7797057136869316,0.2182515297424029,0.7817484702575971
112,0.341080903553227,0.6589190964467728,0.2807114,0.7192886,0.2507926567582883,0.7492073432417117,0.29086165758044163,0.7091383424195583
113,0.5147698816530054,0.48523011834699453,0.6328454,0.36715463,0.5640846306846565,0.43591536931534347,0.5705666380338593,0.4294333719002481
114,0.3868692598238971,0.6131307401761028,0.3490618,0.6509382,0.31693093871827316,0.6830690612817268,0.3509539952235396,0.6490460047764604
115,0.4404259567242549,0.559574043275745,0.39307535,0.60692465,0.3826940985367554,0.6173059014632446,0.4053984674025755,0.5946015325974244
116,0.5934015750121586,0.40659842498784143,0.59199977,0.4080002,0.6010968082652557,0.3989031917347443,0.5954993841627433,0.4045006059031493
117,0.6206011044997986,0.37939889550020134,0.5179285,0.48207155,0.45444471835463185,0.5455552816453682,0.53099143465214,0.4690085752819673
118,0.11845561716977984,0.8815443828302201,0.32210487,0.6778951,0.2802841989024467,0.7197158010975533,0.24028156244842244,0.7597184375515775
119,0.848912998755979,0.15108700124402102,0.6186297,0.38137034,0.5029717202745887,0.4970282797254113,0.656838137671851,0.3431618722622565
120,0.5605916408971918,0.4394083591028082,0.61036706,0.38963294,0.5151125488293067,0.4848874511706934,0.56202374981138,0.43797625018861996
121,0.5032716196630141,0.49672838033698585,0.32064778,0.6793522,0.29262140189732255,0.7073785981026774,0.3721802658957327,0.6278197341042673
122,0.4582392073447062,0.5417607926552939,0.5332949,0.4667051,0.35915510149303154,0.6408448985069685,0.45022974166356394,0.5497702682705435
123,0.7662844691130583,0.23371553088694152,0.57001543,0.42998454,0.5942607024881814,0.4057392975118186,0.643520200683893,0.35647978938199937
124,0.2438825683364696,0.7561174316635307,0.33813483,0.6618652,0.28758727402745665,0.7124127259725433,0.2898682225311903,0.7101317774688098
125,0.6699716950989251,0.3300283049010751,0.6606513,0.3393487,0.4924430233942917,0.5075569766057083,0.6076886815575737,0.3923113283765338
126,0.1532729921491307,0.8467270078508693,0.31857848,0.6814215,0.24444402950752087,0.7555559704924791,0.23876516777694864,0.7612348322230513
127,0.49502031822650167,0.5049796817734983,0.32318616,0.67681384,0.2815581222157161,0.7184418777842839,0.36658819985870966,0.6334118001412904
128,0.31168049993202546,0.6883195000679745,0.34501952,0.6549805,0.29354794301175113,0.7064520569882489,0.3167493207576159,0.6832506792423841
129,0.40008091078467306,0.599919089215327,0.41551816,0.58448184,0.3697151919015237,0.6302848080984763,0.3951047557736338,0.6048952442263662
130,0.6928154038681853,0.3071845961318147,0.6241189,0.37588105,0.6491536854602336,0.3508463145397664,0.6553626711564496,0.3446373189094429
131,0.474453630091015,0.5255463699089851,0.40664184,0.59335816,0.35782180766173877,0.6421781923382612,0.412972426229169,0.5870275737708309
132,0.7137843586070673,0.28621564139293265,0.63373435,0.36626568,0.46577821429832544,0.5342217857016746,0.6044323061138296,0.39556770382027784
133,0.8261955421692225,0.17380445783077736,0.60800266,0.3919973,0.5193377995431838,0.4806622004568161,0.6511786681236993,0.34882132194219323
134,0.3401245307919664,0.6598754692080336,0.33813483,0.6618652,0.28758727402745665,0.7124127259725433,0.3219488766830226,0.6780511233169774
135,0.5328806012684363,0.46711939873156366,0.34686297,0.653137,0.3873662934861851,0.6126337065138149,0.4223699555124352,0.5776300444875647
136,0.5663564902519894,0.4336435097480107,0.46536076,0.53463924,0.37915778415198764,0.6208422158480124,0.47029167836425295,0.5297083216357471
137,0.5621169149378563,0.4378830850621435,0.54163516,0.45836487,0.5345530757820147,0.46544692421798534,0.5461017154658888,0.4538982944682186
138,0.38577634214953066,0.6142236578504696,0.32939446,0.67060554,0.3110399474093032,0.6889600525906968,0.34207024976108674,0.6579297502389134
139,0.2260759544142736,0.7739240455857263,0.34446633,0.6555337,0.47143058321918496,0.528569416780815,0.34732428875145643,0.6526757112485435
140,0.36412867328478693,0.6358713267152131,0.4637915,0.5362085,0.39435963834555776,0.6056403616544422,0.40742660041049333,0.5925733995895067
141,0.2180504989506538,0.7819495010493465,0.30803883,0.69196117,0.2998125091365408,0.7001874908634592,0.27530061294811187,0.7246993870518882
142,0.21697576642142283,0.783024233578577,0.46175247,0.5382475,0.30372423771271884,0.6962757622872812,0.3274841594807185,0.6725158405192815
143,0.39978639517198794,0.6002136048280121,0.34430808,0.6556919,0.29281612274623214,0.7071838772537679,0.34563686540241734,0.6543631345975827
144,0.2179527666619697,0.7820472333380302,0.33202457,0.6679754,0.27785229974445824,0.7221477002555418,0.275943213562071,0.7240567864379289
145,0.675915579342771,0.3240844206572288,0.4875238,0.5124762,0.599133676244463,0.40086632375553705,0.5875243499204762,0.41247565007952386
146,0.35754940609362473,0.6424505939063753,0.3408457,0.6591543,0.27412685588615404,0.725873144113846,0.32417398868615105,0.6758260113138489
147,0.7667569980432084,0.2332430019567916,0.70264965,0.29735035,0.7042530874138733,0.2957469125861267,0.7245532461383326,0.27544675386166734
148,0.1306922219806188,0.8693077780193813,0.28177816,0.71822184,0.22029428631306835,0.7797057136869316,0.21092155501701396,0.7890784449829861
149,0.6990028063529777,0.3009971936470222,0.60676634,0.3932337,0.6389074475072931,0.36109255249270694,0.648225532325677,0.3517744776084304
150,0.5679332755980353,0.4320667244019647,0.4483192,0.5516808,0.3718114260853319,0.6281885739146681,0.46268796612813895,0.537312033871861
151,0.29499849664501704,0.7050015033549832,0.35144806,0.64855194,0.31889694741520247,0.6811030525847975,0.3217811677140836,0.6782188322859165
152,0.3378134666556052,0.6621865333443948,0.34460086,0.65539914,0.4006745425908923,0.5993254574091077,0.3610296218502221,0.6389703781497779
153,0.2254084408527667,0.7745915591472333,0.33104908,0.6689509,0.3015548482482989,0.6984451517517011,0.2860041245881522,0.7139958754118477
154,0.4197424909471428,0.5802575090528573,0.36597133,0.6340287,0.3692764452325624,0.6307235547674376,0.38499675433590275,0.6150032456640974
155,0.34618467666553915,0.6538153233344607,0.5785732,0.42142677,0.3241770670974894,0.6758229329025106,0.4163116568972465,0.5836883431027534
156,0.44236646044159866,0.5576335395584013,0.38985002,0.61015,0.30975029323531367,0.6902497067646863,0.3806555913618476,0.6193444086381524
157,0.4520454160322443,0.5479545839677559,0.49338436,0.50661564,0.4671316427354856,0.5328683572645144,0.47085380667827326,0.5291461933217269
158,0.38152123441578056,0.6184787655842194,0.35436338,0.6456366,0.34551735137420536,0.6544826486257946,0.36046732255087544,0.6395326774491246
159,0.5782423941182999,0.4217576058817001,0.63130677,0.3686932,0.6215531571302633,0.3784468428697368,0.6103674395707491,0.38963255049514345
160,0.3166665438707877,0.6833334561292121,0.40490198,0.595098,0.48567170150954164,0.5143282984904584,0.40241340891136307,0.5975865910886369
161,0.1527880371096708,0.8472119628903291,0.38468468,0.6153153,0.25907102294624285,0.7409289770537572,0.2655145806494362,0.7344854193505638
162,0.4939892583260789,0.5060107416739212,0.49150866,0.50849134,0.4698643406022871,0.5301356593977129,0.4851207538763396,0.5148792461236603
163,0.27071458895247424,0.7292854110475258,0.4085284,0.5914716,0.35128074672717446,0.6487192532728255,0.34350790774206263,0.6564920922579374
164,0.40817203962981213,0.5918279603701879,0.42941773,0.5705823,0.49443998584434745,0.5055600141556525,0.44400991828396874,0.5559900817160313
165,0.5591277430533867,0.44087225694661314,0.51558036,0.48441964,0.5601941541127211,0.43980584588727895,0.5449674177623903,0.4550325822376096
166,0.3558125013788016,0.6441874986211984,0.34301102,0.656989,0.27058922091813753,0.7294107790818625,0.32313758130367126,0.6768624186963287
167,0.6271243853538697,0.3728756146461301,0.4354595,0.5645405,0.3944856897478448,0.6055143102521552,0.4856898565641579,0.514310143435842
168,0.43219995932796257,0.5678000406720376,0.3507321,0.6492679,0.3373458623672172,0.6626541376327828,0.3734259699280564,0.6265740300719437
169,0.6691666273488557,0.3308333726511444,0.4875238,0.5124762,0.599133676244463,0.40086632375553705,0.5852746992558376,0.4147253007441624
170,0.5422583319276196,0.4577416680723803,0.43995053,0.5600495,0.552179001395557,0.447820998604443,0.5114626196946092,0.4885373803053909
171,0.2418306545577152,0.758169345442285,0.33262163,0.66737837,0.30081156629208905,0.699188433707911,0.29175461828543486,0.7082453817145652
172,0.5355821682049265,0.46441783179507357,0.45217735,0.54782265,0.4151224364096957,0.5848775635903043,0.4676273167891128,0.5323726832108873
173,0.23126250777435328,0.7687374922256468,0.5273112,0.47268882,0.39996717013233607,0.6000328298676639,0.38618029459021397,0.6138197153438935
174,0.4291246315824006,0.5708753684175994,0.38985002,0.61015,0.30975029323531367,0.6902497067646863,0.37624164840878155,0.6237583515912185
175,0.6790249595399758,0.32097504046002423,0.60652375,0.39347625,0.5963622349157671,0.4036377650842329,0.6273036488894225,0.3726963511105776
176,0.22766278336080567,0.7723372166391942,0.35239154,0.64760846,0.29354794301175113,0.7064520569882489,0.2912007557922459,0.7087992442077541
177,0.6665153632248575,0.3334846367751425,0.60424507,0.3957549,0.5675988798584768,0.43240112014152315,0.6127864365753651,0.3872135534905274
178,0.4732252008952712,0.5267747991047288,0.34161222,0.6583878,0.3898154376995113,0.6101845623004887,0.4015509528017562,0.5984490471982439
179,0.3852614232959089,0.6147385767040912,0.38533682,0.6146632,0.32113980864331726,0.6788601913566827,0.36391268275003624,0.6360873172499638
180,0.5689397047776908,0.4310602952223091,0.5365453,0.4634547,0.49464866368290417,0.5053513363170958,0.5333778817008136,0.46662210836507895
181,0.43497323774765634,0.5650267622523436,0.388726,0.611274,0.3293429597265618,0.6706570402734382,0.38434739783055805,0.6156526021694418
182,0.28666794065774664,0.7133320593422534,0.37994522,0.6200548,0.3646928526806025,0.6353071473193975,0.34376867063380967,0.6562313293661903
183,0.7333589204957243,0.2666410795042756,0.42435092,0.5756491,0.5639586420515914,0.4360413579484086,0.5738894932955468,0.42611050670445305
184,0.1644072090790245,0.8355927909209756,0.30670494,0.69329506,0.2838236755520316,0.7161763244479684,0.2516452743475896,0.7483547256524105
185,0.4148147350343703,0.5851852649656296,0.3792097,0.6207903,0.5032232980386458,0.49677670196135415,0.4324159101065225,0.5675840898934774
186,0.8157122400633473,0.18428775993665283,0.63374615,0.36625385,0.5242685214299274,0.47573147857007253,0.6579089695496788,0.34209103045032124
187,0.43985689724692284,0.5601431027530772,0.62764513,0.3723549,0.5266720073938648,0.47332799260613523,0.53139134652221,0.46860866341189755
188,0.20742949665767502,0.7925705033423249,0.31469297,0.685307,0.27785229974445824,0.7221477002555418,0.2666582568309031,0.7333417431690968
189,0.5551228123861865,0.44487718761381334,0.4891013,0.5108987,0.48668461193319534,0.5133153880668047,0.5103029050074005,0.4896970949925994
190,0.24217794115450003,0.7578220588455001,0.32499224,0.67500776,0.3677173275973309,0.6322826724026691,0.311629169409027,0.6883708305909729
191,0.5187274394391099,0.48127256056089013,0.4889822,0.5110178,0.45444471835463185,0.5455552816453682,0.4873847861387668,0.5126152138612332
192,0.47184169887482125,0.5281583011251788,0.57858,0.42142,0.526893874800225,0.47310612519977496,0.5257718651777539,0.4742281447563536
193,0.320371224109244,0.6796287758907559,0.38732195,0.61267805,0.35865095030228744,0.6413490496977126,0.3554480411388861,0.6445519588611138
194,0.16541008995212278,0.834589910047877,0.37110347,0.62889653,0.3118934845081691,0.6881065154918309,0.28280234667246346,0.7171976533275365
195,0.6509674981028886,0.3490325018971113,0.68579054,0.31420946,0.5335011152619411,0.4664988847380589,0.6234197173842239,0.3765802826157761
196,0.3979036464829358,0.6020963535170641,0.3134756,0.6865244,0.35258331081245,0.64741668918755,0.35465418870702314,0.6453458112929769
197,0.2723558373907,0.7276441626092999,0.37746203,0.622538,0.3044042871520233,0.6955957128479767,0.3180740513332719,0.6819259486667281
198,0.837877390401485,0.16212260959851485,0.60136735,0.39863265,0.6235240335582927,0.37647596644170733,0.6875895927842611,0.31241040721573893
199,0.7845135038187505,0.21548649618124951,0.6098263,0.39017364,0.4910314305878303,0.5089685694121697,0.6284570869256066,0.3715429031402859
200,0.442743564111125,0.5572564358888752,0.43016738,0.5698326,0.3865292064053891,0.6134707935946109,0.41981338250386696,0.5801866174961331
201,0.5501242501894883,0.4498757498105117,0.4191625,0.5808375,0.37410040229433317,0.6258995977056668,0.44779572143646096,0.552204278563539
202,0.7427448273995588,0.2572551726004412,0.54949486,0.4505051,0.481614831980579,0.518385168019421,0.5912848406455318,0.40871514942036075
203,0.2751722061224208,0.7248277938775795,0.4265322,0.5734678,0.36229769918504473,0.6377023008149553,0.3546673714089969,0.6453326285910032
204,0.43964832360205186,0.5603516763979481,0.41132683,0.5886732,0.44314101768758707,0.5568589823124129,0.4313720556361276,0.5686279443638723
205,0.6573653581197623,0.3426346418802377,0.43552256,0.56447744,0.5181616843988579,0.48183831560114204,0.5370165329411839,0.462983467058816
